Temperatur,Kelembaban,Wind speed,Ketinggian air,Kondisi
22.355068842493637,94.39519382635763,41.10394655379573,25.236974760842433,0.0
38.93341262799106,39.93266512504723,50.40438785808901,65.69334518992878,3.0
30.965479872875065,69.70524802786285,36.05577618448785,37.527316691194244,1.0
26.31884495644207,84.29020629979902,69.84253360020986,20.4710651003316,0.0
30.72733389458969,65.62812904278051,67.79260036396148,32.918005225453655,1.0
31.492036807947823,64.21151831850982,72.91412553797,40.3863790023994,1.0
36.37456114371409,35.932466432388466,17.701341823203883,60.561817801523425,3.0
24.603221993527153,85.106921993171,67.47584443708371,27.951491627999374,0.0
32.8585261437991,58.899670868116274,63.14888921064765,47.11495040492533,2.0
32.5362520080604,68.77788752354155,55.140304675385174,42.6853904893324,1.0
30.14666358178411,68.4488450304473,81.68437494878815,41.50713241120731,1.0
31.590151050935106,68.34064518700649,60.79303112097376,37.978324485631006,1.0
30.398206875724775,65.72838144024259,58.812441026718766,38.376048265371175,1.0
35.613126737545265,36.248905729636526,88.37695480644933,45.39036029752007,2.0
36.67796503358718,31.892490902088404,36.83224360824664,57.189727583988066,3.0
23.18746757326257,85.5858688963126,58.07451737314716,25.20491136709726,0.0
29.918343937854353,59.90885133504769,27.375680433275996,39.66704702264765,1.0
36.910304000202316,59.286943645994434,56.28621097428656,47.705291524203794,2.0
25.371449452467445,85.64119283433594,48.71220850240337,32.48365088811532,0.0
23.69817707342251,97.38414117936384,85.45463868953246,27.131764233691868,0.0
35.829324408951535,59.531830467707806,37.06594753060639,47.82076053135214,2.0
33.049909515100964,64.11630427792309,23.61951177747989,29.962275196335465,1.0
20.0,77.76305984796261,98.80277432118194,25.51366531349002,0.0
35.369935644734234,37.730166995179296,49.32686990552885,53.71474270081126,3.0
35.40609325303122,22.402727427823162,63.630251540501895,50.07196277065537,3.0
36.48802831529452,35.38692854122435,0.0,56.69046588378441,3.0
29.690767518418326,70.17888153608473,60.89522682332809,32.244062445839056,1.0
23.953621752773522,100.0,56.47973600536915,29.449316510242845,0.0
34.81118367202767,57.473909486714305,76.04365348390401,36.55202006491665,1.0
30.067148762885587,66.96419042331415,77.88915509660913,40.79218234893744,1.0
38.065438297966544,20.742133681743525,41.03603248708509,70.0,3.0
23.417651420268278,80.46908108611994,38.24441119891313,27.456315214222755,0.0
25.802483150620436,90.42967320396092,88.95591222055114,20.333895457078615,0.0
39.8107173924646,27.091633078804964,23.43161157137378,57.95294039312045,3.0
23.58762099446469,81.06492462944759,94.51510067028356,25.7421520478435,0.0
35.92624472863653,34.707629091679046,47.905408018378814,56.42445048998266,3.0
30.115737413468036,100.0,63.335346447629924,25.773405690519144,0.0
31.46456581183748,78.02600381378335,69.97573025310764,29.255522079689495,1.0
24.71323919256819,85.31439457859992,53.23016327713838,25.699235496585274,0.0
29.66257383341156,86.82223084248903,90.42148304171153,27.57247948728829,0.0
25.979933133267036,80.14856061997479,55.72787881955271,24.672265716327097,0.0
29.192345464722177,64.45126147633866,54.603728635198486,35.2513097730522,3.0
32.322403331016,56.25522960185664,52.62379643780842,45.56418947600347,2.0
26.055024552715928,80.27015834376897,59.61891311918875,20.0,0.0
34.86875647349283,26.93310532485893,93.1636797256779,59.41231628790762,3.0
35.190034622522504,20.12750094702462,45.071900209604635,62.83794622826167,3.0
23.298924256542534,82.48126013129348,64.01857700926216,29.64617121887939,0.0
37.368881204575175,42.08538327071584,48.7160565226956,33.16488701609286,1.0
32.00721022128852,52.6665542977206,34.47273127293243,40.520690965404974,2.0
28.560851058427705,88.04777022172848,90.42899849905938,23.613489050677586,0.0
34.58062713948124,43.829421431505374,18.677766335732507,42.43316120691813,2.0
32.37841100474773,44.81577971021741,31.664453732172877,43.139777875419846,2.0
30.678196539597334,67.96862257775021,42.96790683760403,39.077362221066274,1.0
36.981445920969044,25.856456861131157,51.03072888719056,65.44106890671546,3.0
33.739656828881365,49.530798026859685,10.32936848137142,46.976449340530664,2.0
31.331967744546617,75.06566665507171,32.29576484375306,41.55586742670523,1.0
28.306460983276203,100.0,44.364834680814276,23.025560875814204,0.0
32.18440659294654,71.19502340179253,38.67700084466189,36.94478967938034,1.0
37.5709944477496,34.94782810347079,62.04286470511943,55.060722948979645,3.0
35.98712326899392,45.454713704200984,47.3717586625621,41.985334048283576,2.0
31.331566659217195,74.97948089716024,60.38094671888994,30.36060053411862,1.0
25.045024739607488,89.21846966920057,58.140026349061046,25.077550494024244,0.0
35.71232412403033,40.70726156481076,49.760282958100575,45.671685140323845,2.0
38.555280198691065,33.387420518332874,59.10101387794524,52.00716225697805,3.0
23.87843774453246,84.46921978965963,46.84582323432655,29.213486694390433,0.0
34.377287569901526,34.29211218454907,65.74829893521415,48.80038209210292,3.0
32.638827867104695,62.3132836489426,73.91614534195564,34.09350954572126,1.0
37.52890264920715,35.30371185244295,58.49567433316129,54.346730939817725,3.0
35.45390722503072,30.1957333044679,66.87638486935838,56.32695052796362,3.0
29.25928081802944,98.99942696670617,44.44645120655435,24.530263206189822,0.0
39.12760703321402,32.690694040649,39.51450466923398,54.32300993487553,3.0
20.482499269949887,86.77277661793764,36.94124023020231,24.505914973812743,0.0
22.17598064526413,98.61185924972368,75.54311682348524,20.0,0.0
28.803973112262657,87.07294384376765,49.20722383992227,24.480926698684303,0.0
26.14136070916136,95.85134210151944,40.95040358969182,28.52558041206466,0.0
34.52446048782224,45.66096173097132,100.0,47.45793462359701,2.0
34.06647333291054,51.59941711728355,45.73080606138831,50.9400132178136,2.0
21.863235709605835,78.94170175006516,17.11329599613294,24.627923739320487,0.0
31.074587744603537,73.4183926562793,61.44551809573844,37.60031533603413,1.0
30.44047440715599,79.01578304982365,63.21847283162322,29.44428321742763,1.0
25.883117504152718,84.46372960188543,60.272535486544186,20.0,0.0
26.667913555197792,91.29320148648046,35.18464335463721,31.33276732768616,0.0
34.09398078760061,87.61016851594805,51.88897061869588,31.819289293944642,0.0
28.9695269328201,98.53429001012813,43.05432417147579,27.670673668943685,0.0
24.035879466451394,88.10558900863323,100.0,25.085234888559015,0.0
32.95658703524777,45.27307632065248,15.87071083974732,43.9833643351661,2.0
35.67407467206337,49.96114916551325,79.43814653136857,48.09915855006904,3.0
25.97882787196139,96.8540226811637,65.74870640161056,26.789135990203757,0.0
33.74273941382529,66.90926534407974,18.624436402384713,34.825995275730534,1.0
27.51111989870339,87.04126718920196,52.21824774229755,33.74926007220658,0.0
32.651971509410856,46.14112288534023,41.664831656807785,46.254539508264166,2.0
35.641738984850974,31.481724318300987,9.896529489633263,61.530073527760614,3.0
21.093495162933866,83.61620665873016,73.50861432321427,29.717988006877704,0.0
35.69378878879077,29.8329238996333,14.208589255286704,61.623793398104596,3.0
20.0,99.28029615034418,66.0335071000199,24.700279451432436,0.0
26.91195822254256,85.06658980053118,90.86721888095992,22.20161820166917,0.0
35.06669316206738,56.29787360341796,53.989578076555176,51.83160423392784,2.0
21.983000207157655,85.10295655415703,46.446557005329524,20.027826389026206,0.0
20.253057142020737,93.03568640748,32.64656662155339,22.923176105243172,0.0
27.35666097757647,80.71875673097513,71.38129354668428,20.0,0.0
30.937475500241057,66.94619747734994,69.37893859216202,35.565431346076316,1.0
32.69602711839961,64.32275659755342,31.712920602931906,31.934031144999107,1.0
33.69855305679859,41.23694410802707,35.04324637885348,46.796215054728854,2.0
23.44724991140664,86.94797848294877,30.187441093949023,30.187906490952678,0.0
29.036681586535618,76.63786240491625,73.81739053610433,26.702508476568717,0.0
20.0,99.88249235609321,77.36636257321989,27.839575221101487,0.0
37.45953287684811,36.261345673908295,71.6279351358221,51.193286231087335,3.0
30.99417982592655,89.42770189194307,35.33283927006787,30.979285006172436,0.0
35.915532852063265,32.6909794292026,88.93643605310601,62.582405504947225,3.0
35.386763538989854,26.927309964124245,60.312001842643916,55.97264938323609,3.0
37.46344223988924,36.90897859365481,50.31286866034396,61.12256658518195,3.0
20.705561514928945,82.64509409122707,100.0,29.62784365124008,0.0
35.29161890399126,41.30479083695559,47.63110113358509,39.60235054590274,1.0
36.30183971569984,31.81292633750509,50.135273796217454,70.0,3.0
31.66310259811126,75.0992375900685,49.22972412315826,41.47003564733318,1.0
37.666447677609014,24.486357007981056,46.794160841294186,61.169951324832766,3.0
32.50615881240708,76.49641277926592,39.753268201148884,43.74807724401325,1.0
20.866482162375917,89.84406394214315,36.560944275625786,26.43480681689094,0.0
34.876463470125316,46.84977011482697,23.71416439398741,50.668254443867426,2.0
32.87046592226605,65.62196850273797,51.48592926140626,43.80661779505303,1.0
34.90813949818078,57.74026176767032,58.211737101322804,44.64231858150942,2.0
32.3140785295231,74.9661601934592,46.93673922545042,26.04020409765646,1.0
22.285623713209553,76.16748436994358,67.08724524586863,29.471862815406535,0.0
36.44613112053202,33.27822328963839,56.17128778653699,60.7245534273749,3.0
34.25560604602777,46.60323848418072,57.89325583932089,29.625329941083287,2.0
33.66287495120234,62.13595005951836,14.36491710423578,39.872633071464335,1.0
33.56039968397362,18.692077691059193,64.7949394653353,49.1786144954282,2.0
37.60456416036207,35.44732400897236,28.144784696405523,49.72050748748769,3.0
32.14893002894805,51.477649339556315,22.232245331139612,45.04656400757789,2.0
32.872224040312304,63.52526335514351,64.09214612803599,34.31931249402804,1.0
25.711481447045017,86.14383281844006,89.26760549107729,28.511055124877288,0.0
24.786840232763645,80.48224432412951,87.77535931030839,28.536468534285902,0.0
37.87762670506454,33.83329024895065,44.09333511561661,52.51112155423162,3.0
35.879918396882225,24.776226112014765,61.06311970631498,53.60866188703177,3.0
27.32949565831821,83.9829765427902,62.087634426656365,26.561870615203535,0.0
25.616790966292,88.15111430743984,71.94232286417477,26.917772363585065,0.0
32.822870702444135,70.48893768952014,12.02599128003381,31.97487482957527,1.0
29.266458701252215,61.72890151748048,5.18409764774572,37.73754539022369,1.0
34.090081290740635,21.252957947840873,44.58748888628213,60.84615805493803,3.0
33.77178710714297,68.69629618546709,47.7626096053736,30.31632509497272,1.0
35.00633637043997,44.36055376705224,34.83463086747291,40.68463094792057,2.0
28.393468318616534,93.04694439310718,68.26892806880457,24.30853904955346,0.0
29.410003991550155,54.620389194305226,54.32428296552784,37.88123606653385,1.0
24.00071168900986,92.9560762534101,56.69513027649823,26.18945211887602,0.0
33.087899578926525,54.22175012854152,6.303431504656579,38.94937398128002,2.0
34.17936199388021,58.52650312375402,50.266997909985605,41.56199624876687,2.0
20.868257984557577,96.50187695017438,61.58140300417119,25.292939201141962,0.0
29.677553395075204,86.89390415954195,50.974737495627686,32.45035432417991,0.0
25.551323239903006,87.15292604949533,37.19029825108222,25.904953690382627,0.0
29.77123210547775,79.5668352295969,67.86006258834632,25.79735341669031,0.0
33.174133071364075,67.57319968616773,34.4846314897886,39.62592819965534,1.0
32.84357888524373,66.54869669162335,49.949968815762126,34.01668592593055,1.0
33.77494605700775,30.17084149496294,53.07001846087194,54.00457597594225,3.0
35.65652626445379,51.329729173434615,39.17939492718479,45.149042021456346,2.0
32.62064316128602,68.28986139843836,90.54397374156471,38.21881855285787,1.0
34.34327178612448,68.74070226503079,51.93892664143734,39.58207421396443,1.0
35.1648397921066,38.97250072192905,29.334850782492232,47.545415587180464,2.0
34.8900004878592,60.90530686503362,48.9664160984768,40.507284204312235,2.0
26.312945963586174,82.0713745110346,7.317962295502749,23.645779361805573,0.0
31.284315002661415,66.51356439863333,20.44168385917571,31.72674403480382,1.0
36.676897856572324,32.94826173161557,39.01692034270606,57.98661695776173,3.0
38.031825695272474,27.926200607781514,0.0,52.214050574788004,3.0
35.32721479763098,48.023928200488285,27.960654103252587,40.24823930182588,2.0
26.114778607120446,87.00108566352192,58.20756879467121,20.0,0.0
35.668777346682674,41.272859464846896,33.11584116553383,55.863405256153555,2.0
37.506326904367924,32.921999362176706,45.93797666776272,53.3846605315054,3.0
32.518821231024745,66.38136276964632,22.964599834460465,37.2547688623159,1.0
20.608987393866553,95.06423322747324,40.9452559535945,23.259877185621054,0.0
26.430540183476793,83.16019588921618,32.74028550150281,22.80031450921048,0.0
34.928538177016335,64.70582498239865,86.12973869518076,33.82493320166252,1.0
31.149891263104237,80.50011182951843,52.989499895606656,32.91763132893409,0.0
32.3166366818447,59.242626702987984,46.50932107958349,32.70295437274283,1.0
36.41988580638877,28.11157068683326,50.99382509837532,58.846065527054385,3.0
34.17332045999565,70.56660518379833,86.48030297096676,33.001023087540986,1.0
26.46041678520157,90.71134674177421,86.24848875160333,20.93518331951444,0.0
23.377517725001137,74.51467834966728,0.0,49.887153716395666,2.0
32.93306801893211,61.007697884191224,29.180608840932287,32.826936333258615,1.0
30.17053299476026,64.76109851963783,63.45964024327303,35.3481397040485,1.0
36.17847379669026,32.32414413835769,0.977012765159353,60.06627244801352,3.0
31.88853586678598,71.56081372138043,62.869708320715844,39.58229512936624,1.0
32.72660801146855,63.5848038776716,70.03827853595052,37.55518234060937,1.0
27.58575026938825,95.02181087164213,40.12436672759075,31.75987560211653,0.0
33.701148325425926,46.62858154619728,55.53259942833398,40.35416073877936,2.0
21.829345929534448,93.27026930986915,77.06810836046644,28.396641015309626,0.0
26.821875887475446,80.8845337264125,55.240305395767024,20.0,0.0
36.10457752444674,21.785182020022688,71.58944816497117,42.467599312032675,2.0
27.866739844188196,81.54419757062928,90.48074377627844,26.88762345314834,0.0
36.1759712763575,29.306034441908377,37.60965599620772,50.234311208632825,3.0
30.88285506820416,66.464339117327,87.1866066499515,35.2547370559894,1.0
38.65561537576819,25.058459745331003,52.24262781077053,70.0,3.0
35.18852640466109,44.77088689700977,32.939653370383795,42.84153162293906,2.0
33.09607314192565,75.26335664011462,49.82818359020721,32.93977291731232,1.0
32.4611726076288,41.461174520364416,47.3255776977409,43.62580056430788,2.0
36.22030724233885,34.55733668742139,51.815482332014646,56.48467540863965,3.0
36.60431952624266,31.735805901619056,53.37519391802762,58.36615897222734,3.0
23.941188052709325,88.05522374082788,48.524292423356385,29.81332789401667,0.0
21.963080348638357,81.55757436812456,71.80707108732317,26.9203876017323,0.0
34.274121409739216,42.51486174197163,50.101039243296206,48.10876320919824,2.0
33.38096880418293,51.53864340945989,30.66968771407991,42.41786651765417,2.0
30.695878028798326,65.81687537180561,21.089840560383525,31.619451252735587,1.0
27.347399060577665,82.26572270583166,45.897292723892335,20.0,0.0
20.593434391849517,85.37033055464535,25.09346399473734,22.444052409111954,0.0
30.320876182541614,64.24391998583722,44.77681978692762,33.42732638249994,1.0
30.27158972361034,69.84147859962738,74.20713717760138,34.85772234509645,1.0
35.77372178189523,47.01851468131842,75.03454676383228,47.41363030414114,3.0
34.301558950898034,52.750821485929485,50.01385245626562,32.1378045027986,2.0
34.655487548399705,47.188140872990765,56.90946839719116,44.014693746751476,3.0
35.12520184349394,27.950382010373126,69.81966744466152,48.70634719101609,3.0
36.55950523201283,39.045582516420616,78.60722370310845,50.449552011088805,3.0
27.15402638842823,89.09000939390815,65.16287502967505,21.34515256688391,0.0
22.70928529260864,91.19307018094325,49.41707555849885,27.060535393639856,0.0
35.53496882680881,38.56232824318819,89.16038178039236,45.41577302207436,2.0
20.0,80.90152400208476,69.22138543905037,22.235240224234275,0.0
31.315542181593607,68.43949022461283,37.62551388736486,37.25612695087659,1.0
30.817310433855578,67.6026406451518,21.508271291803588,33.68090291384664,1.0
31.391223466084313,80.75006654763804,58.7265626366032,39.89589151893351,1.0
32.18564606169032,57.74623478635169,32.28155169682473,44.5529319583233,2.0
28.755537549363822,92.29617719914827,43.865970803817575,33.6697608304387,0.0
34.48030902364733,48.53094078147063,41.81496317841052,51.86116728712895,2.0
31.277286492969225,80.9295432843752,86.9789626989889,36.50172187749147,1.0
23.455130028213528,97.4227498530201,70.94137761412748,20.22167743634255,0.0
34.561077313536394,42.063804905730514,100.0,43.09555473741573,2.0
20.0,79.31139568978745,76.76305174964425,26.728781255178163,0.0
31.001156727555493,64.87813248923248,55.69868336651234,34.95556208919161,1.0
30.660682364401197,86.18028591985593,37.556226900184534,25.904741064513324,0.0
29.84278515534822,72.32570862644152,55.946991370372,39.23296894806658,1.0
21.192623811624784,92.5185150993983,27.357613687772457,24.921424292564193,0.0
34.79806417093062,56.45557023597727,29.62961692214847,42.0959235567612,2.0
34.41105733007356,37.534834940622886,42.66782562611066,53.89347583045953,3.0
36.12867006855054,30.34017606896563,55.36428279188799,57.06925041506503,3.0
26.027188336030484,88.3225339517748,52.36831258525375,24.563099351479984,0.0
34.182076831705054,72.95186545246722,59.64026195461739,40.21186521529984,1.0
34.093845236648605,24.80243035006559,45.78498774192137,67.34963333156298,3.0
25.565131564058504,80.08340026016336,27.808942772289143,22.9825574725615,0.0
35.64730693239051,53.97898535398508,58.41139252975564,48.91609633287862,2.0
27.442264647174635,79.56530229803266,90.47963678538673,21.639634991485963,0.0
36.40135673598888,41.12800344460841,30.182556070586916,58.74655646760564,3.0
21.491086025586096,92.32746808565638,38.73353351074876,24.913887722841178,0.0
37.770169488642175,37.978771692913014,34.477881143628196,59.95822646585911,3.0
29.484929036595116,67.34385105212196,53.23985165407842,32.3997939353455,1.0
33.19572754700332,55.1066971195276,42.975563707454356,46.539253300246244,2.0
37.296764864223576,33.24346402501212,28.935321745677037,51.2778660850217,3.0
29.20009626854129,85.49190826691161,48.047013382611446,33.266960336262116,0.0
22.32402964158217,79.72137284275914,52.49672722646775,33.648306163150025,0.0
30.65352353366563,62.087212203199286,64.16776502743224,41.17505718581552,1.0
29.762592531023238,71.91672098381312,58.21987382995413,33.909942912955934,1.0
29.917707883584946,66.61811239254493,38.2938186298593,30.391133063612777,1.0
32.969384480741965,56.06059200538565,63.644744833847,37.86723599521417,3.0
37.669518209280845,36.03289490770469,6.090425729472405,55.4730767649833,3.0
30.672589725646713,81.40201907891162,60.26246561537593,21.30898086106516,0.0
30.451978829206627,82.44577265464609,54.412309972728494,24.255294171274684,0.0
27.597396573010847,92.91930902052889,92.34168481906784,25.358022560580103,0.0
27.840550359185855,94.10383844659512,37.576974988099,24.42447161261649,0.0
37.60871183403803,25.702221075872465,36.11641258350412,55.127151834346364,3.0
37.44468473357963,18.36303354954035,52.804529265485634,70.0,3.0
22.920130053169974,96.97160532344691,67.0146789351669,25.207529218010478,0.0
32.21345558870123,44.20239000813329,50.33972257759929,47.096854896675666,2.0
38.56744447048496,24.14736721718592,48.23666281929631,54.36024955280193,3.0
32.51785030480735,62.618416608087585,43.91774216542372,33.39109597855088,1.0
21.181545228071897,81.8343336883715,73.32278669441415,28.30551455992481,0.0
25.74497899531618,85.39131768560364,97.39914168977985,21.456712542683626,0.0
26.877035832224735,82.08492069425276,71.49925620566117,29.53374391396286,0.0
32.806353202614076,81.28391331839053,52.138852651955155,32.88967164136219,1.0
33.8348719730547,78.50790397988168,56.47115583599982,32.09301758320829,1.0
35.18875892425062,57.26031307950958,52.564336210025495,49.116206710724434,2.0
35.186950864645496,40.03411455492671,93.11927623981559,39.282362523788606,2.0
29.540558396497275,77.09437245753193,100.0,37.839534371014125,1.0
20.465383824852964,85.31084747790361,32.90163175045118,23.032830359863333,0.0
20.720530970878187,85.23757352632967,27.3047170141187,25.989616060237253,0.0
21.56607492579933,96.95214454878722,32.64400014728208,21.46098302787599,0.0
34.89483781689479,42.68213254570155,29.2728488679777,39.25540565979776,2.0
26.531711719958672,87.29589731265956,40.60305762685441,20.20233493502093,0.0
34.08275251404602,40.00708337615981,30.36041947940327,47.213053338305386,2.0
35.32653672989572,26.175055970487282,8.650052867461337,61.052064741081374,3.0
30.580491563574785,63.98751919593796,66.1814897930739,35.560281081148545,1.0
25.798306009282253,89.34206722832302,57.43392396395343,31.155294394801864,0.0
29.00265235535406,82.51602200657007,51.81033270960667,24.223179027558643,0.0
21.217208447285703,85.23870269086328,39.61947420576741,21.35549427964749,0.0
32.77018865270108,38.438175595632735,27.16949013588863,46.57074945149954,2.0
33.62352681524018,71.86760258730395,56.54028164419995,38.89854914926337,1.0
37.82035712609434,25.98321985806182,55.72865040110224,50.15679576130829,3.0
32.6300839259946,54.229338996154226,57.3121868353964,51.055105481902274,2.0
25.589217672420823,84.70746734281474,88.13418812399395,26.60545910388808,0.0
30.25136366460731,58.2374343983314,88.54356800394635,34.084810503673665,1.0
32.71048919355024,64.38469490144661,82.46210464089484,39.83056535583795,1.0
31.15386029282367,79.10690633024124,87.67909998915256,35.480958801637506,1.0
27.249128236102095,78.24930869622989,50.50420966089837,20.0,0.0
32.44006285047941,53.127649730514875,72.02865290838002,39.36748454176674,1.0
37.88043306209073,30.962057403385714,54.76275128057477,61.51425711812738,3.0
32.235753764524055,66.57945602233428,59.95062193924287,38.06045720123154,1.0
36.58260446055544,49.63415719789979,45.254958724076275,35.58113940325779,2.0
37.82583971449944,20.842218557305422,62.6065997781867,68.75121137532719,3.0
32.86037912496989,44.612607881255535,96.07200844368735,47.77479185526518,2.0
34.83288789944304,60.968958726994394,27.900835595265548,35.13508853803994,1.0
23.316314895788395,99.1723693387903,69.06017140555178,20.0,0.0
36.63829575102976,30.28783976138044,48.658682886575626,56.11357955814678,3.0
32.302261480305646,66.9897664333307,86.3209281109403,38.217714479376504,1.0
30.131525647115893,66.0161841369877,55.36076991865857,34.00433142109595,1.0
32.23172786541187,71.47478440061674,81.64391759185425,27.187133861539102,1.0
34.555295965189664,53.09556185168694,17.124909261235345,44.271339429018006,2.0
29.709030232900776,86.17700337077595,47.006725082615006,24.33933278782707,0.0
32.68048130414021,71.67389402187028,50.49845974858364,38.919083060842,1.0
32.29164603588248,66.98737927685788,70.77300439191876,31.60277303566752,1.0
36.733799386022284,26.684302241644144,53.813505779705814,70.0,3.0
29.245761662394955,83.4825582117635,54.02258261125377,25.290298687665494,0.0
28.66890669811741,86.68097665255834,27.490695862793785,20.0,0.0
29.851164752925182,66.878458017975,44.83652450879241,30.563480347269394,1.0
22.62704009990638,100.0,80.92407700496861,22.953611674365803,0.0
38.50477911858051,30.06793450413104,1.044409244110179,55.9267804872675,3.0
32.69088576728573,59.63737763098496,56.29593491662777,48.97853547529313,2.0
40.0,34.05619386604391,51.07982960146498,58.639604789097866,3.0
33.5097612944087,60.99763722244432,83.06809387024015,38.90534310876588,1.0
36.343080967328376,38.74922371108536,49.729122489566485,58.68730254924768,3.0
34.04338560309826,49.22888586478495,65.14535917076049,51.205723142867896,3.0
33.86656642998982,62.924510251575335,61.42997372720972,40.95773204510968,1.0
25.76206190740224,85.29563829762276,56.422238940241456,27.496471849023838,0.0
33.158154593666616,44.784924715263095,68.12318438117019,49.60480851286027,3.0
23.072004330923225,82.30095245717139,44.25910352473628,26.914908263568584,0.0
34.59705496224839,64.23017142296618,34.73943614576944,35.688444449193696,1.0
25.7431540245419,83.18829476869077,17.789944953169194,24.458588490157215,0.0
31.584084240551,67.86029102107736,27.39462486436903,31.91340649381195,1.0
33.30603563125244,67.64311910556295,5.284747061524855,38.52436697784115,1.0
35.00705041166293,41.854231499418454,13.384140398513834,47.96395943469425,2.0
34.6830314024643,39.04393700735855,95.58577017097953,46.71498116088239,2.0
34.06008972676644,48.80109272190563,70.04717057903858,45.73088554896076,2.0
35.32184649153406,54.09530448151744,37.57794972145865,46.451724638625365,2.0
33.658934738942094,57.68929424083777,39.366534883214854,29.061181624175095,1.0
32.46892382161377,35.18211979406164,4.084700387851036,44.29284630645945,2.0
21.153875764659972,75.98012178361995,2.604145588557717,47.516324937483944,2.0
23.947595387657543,88.46150690003681,40.01809885421267,22.90101436902051,0.0
27.77378405217693,81.06904556752518,42.500831752606764,31.188059516520724,0.0
37.80907916601448,30.59644482040646,56.12351252137615,47.7699870168949,3.0
34.99455021460412,48.12102223118946,26.10295856002569,47.849931492637836,2.0
25.87752275941276,91.47010511137634,83.36179272556718,22.262689411012275,0.0
32.32879600571815,46.596114034862964,35.95950996871012,52.96048185615,2.0
24.062423235058567,87.19965462100609,63.43562914817747,26.719936312780533,0.0
23.428734582110884,88.29981989151855,70.99884661358163,24.071383318760965,0.0
31.36168830058623,61.28979410001543,44.45762077281888,30.56150933042403,1.0
25.643677227057488,92.2003324638646,74.84284882158529,27.241210799154793,0.0
33.92856377931986,39.77511087067093,43.012961275245836,41.354602649850044,2.0
35.06613677211121,30.26306717261076,49.52173726105032,55.327372498145536,3.0
28.350454748933785,83.29821906257966,22.909062903380274,25.886365594907634,0.0
34.1435204805291,47.499722717241546,28.884035566512367,45.14014193073565,2.0
37.196146260522156,33.62313877899554,25.562607863369596,56.8119483068525,3.0
32.90931811334439,81.77541017240597,92.56965883735506,38.67479977961155,1.0
21.207109852161846,94.85745050574407,48.76140662430139,22.81449211132073,0.0
23.048380816934497,85.46901009224536,85.52205445029922,22.788140395637342,0.0
23.851810482319234,82.35718970921428,36.6431561953508,29.460789896388633,0.0
34.555434445361925,43.55077352264001,80.79589066228179,45.77471514918179,2.0
35.96195750948195,54.41319345638125,65.90586816606744,43.1226833290564,2.0
31.472087430976124,63.7107947668483,60.01085444225425,35.43498517368245,1.0
24.75399410358604,87.07761332476299,33.29993205773122,21.80841252986872,0.0
20.0,94.95420932787802,46.394158768744006,29.922082115437703,0.0
33.559680129032785,33.38526361865657,83.82812457673174,51.76391515133397,3.0
24.591531906762462,85.84582947483818,96.88766726883193,24.693527420818548,0.0
33.537003227669274,47.47077256634868,42.032913888291006,46.51352749691176,2.0
30.615631752345205,64.6494733046082,50.91594400196315,30.827470979932258,1.0
38.891607206198955,38.58867138539161,29.79722621334013,51.40334112355326,3.0
25.739879221031565,92.35993187525835,96.00650710997664,24.967140721373035,0.0
35.75716951126709,29.410627116450982,60.367165024103,58.095731679902606,3.0
34.828690038140465,63.361192738865654,57.72122317221028,41.8888318113564,1.0
32.00370481546597,40.67752426685935,49.26932048041064,42.52534604133133,2.0
22.59669047797148,85.11784177345147,97.58868234978085,20.0,0.0
20.79279319592076,95.45241547322176,23.53077364784054,28.2145211201021,0.0
33.43823074914064,66.04924125700629,48.91364134543033,40.95016067573465,1.0
21.962136829923423,90.11556609499283,49.98672761485926,28.499131953098143,0.0
32.58792654990078,72.17088974442143,60.019197960933795,33.025774152571124,1.0
33.17304452765455,68.41234794192813,91.34998197869687,25.660256159152986,1.0
34.05983393167154,33.25383977693095,87.9862383781049,60.52240884548789,3.0
37.64598029913383,19.434560856039518,42.96049595810108,61.019404739538935,3.0
34.358336022512404,46.10433955671033,25.202013736823204,47.094144698945925,2.0
34.61921463013816,51.83258198037341,37.09893322129208,44.67396371808259,2.0
35.08480521430876,42.09686830504145,47.29632580107396,50.51446274164802,2.0
26.549951734334822,98.80828210295954,66.37238369401341,23.291550725469467,0.0
24.468572459416183,82.8437777048212,46.07622608649707,27.090221389127652,0.0
32.10062415266117,69.39267056486955,50.29439732277478,34.05988514648412,1.0
30.87445342661802,78.1230352069452,56.44724225542612,30.83115987451229,0.0
26.541886670916288,86.76650171089365,46.19055336680475,23.109706074911458,0.0
33.13151572286503,51.01285354534112,15.784277896820837,42.69151276053051,2.0
28.16538434906418,75.40010246658142,36.39518163438791,23.31639744896131,0.0
33.8361993687623,59.64005402665252,13.003367390376248,46.24531163606902,2.0
25.012566154429717,88.53787319771783,51.53288808537579,30.43401864127433,0.0
23.708023663416082,78.9138126573024,59.78056460878423,23.44063277010062,0.0
30.90791330023677,65.3580384599032,31.38790678559704,37.67666610916607,1.0
32.12715970800543,67.40479796028671,49.51402427843568,38.79150280406864,1.0
26.581928061077022,100.0,46.42400143562983,30.527800170074876,0.0
27.71412280071489,92.73271597441658,83.08388827953499,24.02883321811668,0.0
27.35552416320658,86.641199833551,47.00389582824798,24.167978407051596,0.0
34.063376532372,35.52377453686323,24.485871963358598,54.24180467644675,3.0
37.90308985189292,33.83495468465218,51.37062085764555,62.846798809305206,3.0
31.113227292300454,61.21257450839379,53.87650511192851,30.943398687738515,1.0
37.90407689878344,47.84574418136506,37.614704919979246,48.31361793553033,2.0
